Practical number,item,Preguntas,Respuestas
C5,C51,Mediante un esquema indique los cambios de estados de la materia.,"Cambios f¡sicos:Derretimiento de cera.Disolver el az£car en agua.
Cambio qu¡mico S¢lido ? L¡quido (fusi¢n)L¡quido ? Gas (Evaporaci¢n) Gas ? L¡quido (Condensaci¢n): Oxidaci¢n del hierro.
Quema de le¤a."
C5,C52,"Defina punto de fusi¢n y punto de ebullici¢n, enumere algunas aplicaciones pr cticas.","Punto de fusi¢n: Temperatura a la que un s¢lido se convierte en l¡quido.
Aplicaciones: Determinaci¢n de la pureza de sustancias, procesos de fusi¢n industriales.
Punto de ebullici¢n: Temperatura a la que un l¡quido se convierte en vapor.
Aplicaciones: Sistemas de destilaci¢n, procesamiento de alimentos y control de temperatura."
C5,C53,¿Qué son las propiedades generales de la materia?,"Son características comunes como masa, peso, extensión, inercia, divisibilidad y porosidad."
C5,C54,¿Qué son las propiedades químicas de la materia?,"Son aquellas que se manifiestan durante reacciones químicas, como oxidación, combustión o acidez."
C5,C55,¿Qué diferencia hay entre un fenómeno físico y uno químico?,"Un fenómeno físico es reversible y no cambia la composición química, mientras que un fenómeno químico produce sustancias nuevas."
C5,C56,¿Qué es la dureza y cómo se mide?,La dureza es la resistencia de un material a ser rayado o cortado. Se mide mediante la escala de Mohs.
C5,C57,¿Qué ejemplos de fenómenos físicos se observan en el laboratorio?,"Cambios de estado, disoluciones, expansión térmica y sublimación."
C6,C61,Elabore una lista de elementos que existen como gases a temperatura ambiente.,"Hidrógeno (H<sub>2</sub>), Oxígeno (O<sub>2</sub>), Nitrógeno (N<sub>2</sub>), Flúor (F<sub>2</sub>), Cloro (Cl<sub>2</sub>), Helio (He), Neón (Ne), Argón (Ar)."
C6,C62,¿Qué es una sal compleja? ¿Experimentalmente cómo se obtendría?,"Compuesto formado por un catión complejo (como [Fe(CN)<sub>6</sub>]<sup>3-</sup>) y un anión simple.
Obtención experimental: Por reacción entre un ácido y una base que generan el ion complejo."
C6,C63,¿Cuantos tipos de sales existen ponga ejemplos de cada uno de ellos?,"Neutras: NaCl.
Ácidas: NaHSO<sub>4</sub>.
Básicas: Mg(OH)Cl."
C6,C64,¿En qué se diferencia un óxido básico de un óxido neutro?,"Óxido básico: Reacciona con agua para formar hidróxidos (ejemplo: CaO).
Óxido neutro: No reacciona con ácidos ni bases (ejemplo: CO)."
C6,C65,¿A qué se llama óxido anfótero?,Reacciona tanto con ácidos como con bases (ejemplo: Al<sub>2</sub>O<sub>3</sub>).
C6,C66,¿Por qué son importantes los hidróxidos?,"Neutralizan ácidos, intervienen en procesos industriales (ejemplo: NaOH en la fabricación de jabones)."
C6,C67,"Describa características físicas y químicas de los siguientes compuestos: CaCO3, CaO, Ca(OH)2, Fe, Fe2O3","CaCO<sub>3</sub>: Blanco, insoluble, reacciona con ácidos para liberar CO<sub>2</sub>.
CaO: Blanco, higroscópico, reacciona con agua para formar Ca(OH)<sub>2</sub>.
Ca(OH)<sub>2</sub>: Polvo blanco, ligeramente soluble en agua, base fuerte.
Fe: Metal, conductor, se oxida al aire.
Fe<sub>2</sub>O<sub>3</sub>: Polvo rojo, insoluble, óxido férrico."
C7,C70,¿Qué es la nomenclatura química?,Es el sistema que permite nombrar los compuestos químicos de acuerdo a reglas estandarizadas como IUPAC.
C7,C71,¿Qué es un óxido básico y cómo se forma?,"Es un compuesto formado por un metal y oxígeno. Por ejemplo, el óxido de calcio (CaO)."
C7,C72,¿Qué es un hidrácido?,"Es un ácido formado por hidrógeno y un no metal del grupo VI o VII, como el ácido clorhídrico (HCl)."
C7,C73,¿Qué es un oxoácido?,"Es un ácido que contiene hidrógeno, oxígeno y un no metal. Ejemplo: ácido sulfúrico (H2SO4)."
C7,C74,¿Cómo se nombran las sales derivadas de ácidos hidrácidos?,"Se nombran con la raíz del no metal y la terminación ""uro"", como en cloruro de sodio (NaCl)."
C7,C75,¿Cómo se determinan las fórmulas de los compuestos?,Se cruzan las cargas de los iones positivos y negativos para obtener una fórmula neutra.
C7,C76,¿Qué diferencia hay entre un ion monoatómico y uno poliatómico?,"Un ion monoatómico está formado por un solo átomo, mientras que uno poliatómico está formado por varios átomos unidos."
C9,C90,Escriba las ecuaciones químicas (completas y balanceadas) representativas de cada una de las reacciones efectuada en el procedimiento.,"eacción de combinación: 2Mg + O<sub>2</sub> ? 2MgO
Reacción de desplazamiento: Zn + 2HCl ? ZnCl<sub>2</sub> + H<sub>2</sub>
Reacción de doble desplazamiento: NaCl + AgNO<sub>3</sub> ? AgCl + NaNO<sub>3</sub>"
C9,C91,Escriba mínimo otros dos ejemplos con su respectiva ecuación de cada uno de los tipos de reacciones estudiadas.,"Combinación: C + O<sub>2</sub> ? CO<sub>2</sub>
Desplazamiento: Fe + CuSO<sub>4</sub> ? FeSO<sub>4</sub> + Cu
Doble desplazamiento: BaCl<sub>2</sub> + Na<sub>2</sub>SO<sub>4</sub> ? BaSO<sub>4</sub> + 2NaCl"
C9,C92,Clasifique cada una de las reacciones del experimento 5.,"Combinación: Formación de MgO.
Desplazamiento: Reacción entre Mg y HCl.
Doble desplazamiento: Formación de AgCl."
C9,C93,Las reacciones de desplazamiento se explican mediante la serie de actividad de los metales. Escriba en su orden la serie y de explicaciones referentes a este caso.,"Orden: K > Na > Ca > Mg > Al > Zn > Fe > Pb > H > Cu > Ag > Au
Los metales más reactivos desplazan a los menos reactivos en compuestos."
C9,C94,Al agregar el magnesio se forma efervescencia. ¿A qué se debe?,Se debe a la formación de gas hidrógeno (H<sub>2</sub>) al reaccionar con HCl: Mg + 2HCl ? MgCl<sub>2</sub> + H<sub>2</sub>?
C9,C95,"Cómo se determina el estado de oxidación de un elemento o de un compuesto, ponga tres ejemplos.","Ejemplo 1: NaCl ? Na(+1), Cl(-1).
Ejemplo 2: H<sub>2</sub>O ? H(+1), O(-2).
Ejemplo 3: KMnO<sub>4</sub> ? K(+1), Mn(+7), O(-2)."
C9,C96,"Cuantos métodos de balanceo conoce, describa brevemente el procedimiento de cada método.","Inspección: Ajustar coeficientes manualmente para igualar átomos.
Oxidación-reducción: Ajustar ganancia y pérdida de electrones.
Método del ion-electrón: Usado en reacciones en solución acuosa, ajusta especies iónicas."
C9,C97,"Balancear las siguientes reacciones:
KBr + H2SO4 ? K2SO4 + Br2 + SO2 +H2O",K<sub>2</sub>SO<sub>4</sub> + Br<sub>2</sub> + SO<sub>2</sub> + 2H<sub>2</sub>O
C9,C98,4KI + 5H<sub>2</sub>SO<sub>4</sub>,2K<sub>2</sub>SO<sub>4</sub> + 2I<sub>2</sub> + H<sub>2</sub>S + 4H<sub>2</sub>O
C9,C99,Cr<sub>2</sub>O<sub>3</sub> + Na<sub>2</sub>CO<sub>3</sub> + KNO<sub>3</sub>,2NaCrO<sub>4</sub> + CO<sub>2</sub> + KNO<sub>2</sub>
C10,C100,¿A qué se deben las diferencias entre los puntos estequiométricosteóricos y los experimentales?,"Las diferencias se deben a pérdidas de reactivos o productos, imprecisiones en las mediciones y condiciones experimentales no ideales."
C10,C101,Indicar al menos tres fuentes posibles de error.,"Mediciones imprecisas de reactivos.
Contaminación de las sustancias.
Errores en la calibración de instrumentos."
C10,C102,¿Afectarían los resultados obtenidos si se midiera en balanza granataria en lugar de balanza analítica? ¿Por qué?,"Sí, afecta porque la balanza granataria tiene menor precisión que la analítica, lo que podría introducir errores en la medición de masas pequeñas."
C10,C103,Definir con sus palabras reactivo limitante.,"Es el reactivo que se consume primero en una reacción química, limitando la cantidad de producto que se puede formar."
C10,C104,¿Qué es la estequiometría?,Es el cálculo de las relaciones cuantitativas entre reactivos y productos en una reacción química.
C10,C105,¿Qué es el reactivo limitante?,"Es el reactivo que se consume completamente en una reacción, determinando la cantidad de producto formado."
C10,C106,¿Qué pasos se siguen para determinar el reactivo limitante?,Se comparan los moles de cada reactivo con sus coeficientes estequiométricos en la ecuación balanceada.
C10,C107,¿Qué significa balancear una ecuación química?,Ajustar los coeficientes para que la cantidad de átomos de cada elemento sea igual en reactivos y productos.
C10,C108,¿Cómo afecta un reactivo en exceso a una reacción química?,"Aumenta la posibilidad de que la reacción sea completa, pero no influye en la cantidad máxima de producto."
C12,C120,Calcular la Molaridad de todas las disoluciones,"
Molaridad de las soluciones: M = moles de soluto / litros de solución"
C12,C121,Calcular la normalidad de todas las disoluciones,Normality of solutions: N=M×number of equivalentsN = M \times \text{number of equivalents}N=M×number of equivalents.
C12,C122,Calcular el porcentaje masa/volumen de todas las disoluciones,Porcentaje masa/volumen: masa/volumen X 100
C12,C123,Preparar 35 ml de una solución de ácido carbónico 4M a partir de una solución 17M de ácido carbónico.,Porcentaje masa/volumen = (masa/volumen) X 100
C12,C124,"Que cantidad de hidróxido de calcio se utiliza para preparar 250 ml de solución 0,6 N","Prepare 35 ml of 4M carbonic acid: Dilute 8.24?ml8.24 \, \text{ml}8.24ml of 17M acid with water to 35 ml."
C12,C125,"Cuantos gramos de hidróxido de potasio se requiere para obtener 200 ml de solución al 16% en peso, cuya densidad es 1,082 gr/ml.",Potassium hydroxide for 200 ml at 16% Use 34.57?g34.57 
C12,C126,"Preparar 150 ml de ácido fosfórico 0.45N cuya densidad es 1,68 g/ml al 89% P/P",Prepare 150 ml of 0.45N phosphoric acid: Use
C12,C127,¿Cuántos gramos de NaCl necesita para preparar 200 mL de una solución al 10 % m/V?,Grams of NaCl for 200 ml at 10% m/V: Use 20g
C12,C128,¿Qué masa de KCl se necesita para preparar 250 gramos de solución 5% m/m?,Mass of KCl for 250 g at 5% m/m: Use 12.5g
C12,C129,"Calcular la concentración molar (M) de la solución resultante de diluir 125 ml de HCl 0,40Mcon 875 ml de agua",Molarity after diluting 125 ml of 0.40M HCl to 1L: Final molarity is 0.05M.
B1,B10,¨Qu‚ es bioseguridad?,C8
B1,B11,¨Qu‚ es el factor de riesgo biol¢gico y cu ntas categor¡as tiene? ,"La bioseguridad es el conjunto de medidas y pr cticas dise¤adas para minimizar los riesgos biol¢gicos y proteger a las personas, el medio ambiente y los materiales de la exposici¢n a agentes infecciosos o peligrosos."
B1,B12,"¨Cu ntos niveles de bioseguridad existen? Indique nombre del laboratorio, las especificaciones y requerimientos que cada laboratorio debe poseer, seg£n el nivel al que pertenece.","El factor de riesgo biol¢gico es cualquier microorganismo, toxina o sustancia que puede causar da¤o a la salud. Se clasifica en 4 categor¡as seg£n su nivel de riesgo, desde el bajo (Categor¡a 1) hasta el alto (Categor¡a 4)."
B1,B13,Indique las condiciones o requisitos para eliminar los residuos biol¢gicos que se trabajan en el laboratorio.,"Nivel 1: Laboratorio b sico; manejo de agentes no peligrosos, sin requisitos espec¡ficos de contenci¢n.  Nivel 2: Laboratorio b sico de contenci¢n; equipo de protecci¢n personal y acceso controlado. Nivel 3: Laboratorio de contenci¢n; manejo de agentes infecciosos, cabinas de seguridad biol¢gica y control estricto de acceso. Nivel 4: Laboratorio de m xima contenci¢n; manejo de agentes altamente peligrosos, trajes herm‚ticos y sistemas avanzados de contenci¢n."
B1,B14,Mencione las normas b sicas de bioseguridad que deber  portar usted como estudiante cuando se presente al laboratorio.,"Los residuos biol¢gicos deben ser segregados, tratados mediante m‚todos como autoclave o incineraci¢n y dispuestos en contenedores adecuados con manejo autorizado seg£n normativas locales."
B2,B20,¨Qu‚ es un m‚todo? ,"Usar bata, guantes, gafas de protecci¢n y mascarilla; mantener higiene personal, evitar comida o bebidas, y respetar los procedimientos establecidos para el manejo de materiales."
B2,B21,¨Qu‚ es el m‚todo cient¡fico?,Es un conjunto de pasos organizados y sistem ticos que se siguen para alcanzar un objetivo o resolver un problema.
B2,B22,¨Cu les son las caracter¡sticas del m‚todo cient¡fico?,"Es un procedimiento sistem tico que permite obtener conocimientos mediante la observaci¢n, la formulaci¢n de hip¢tesis, la experimentaci¢n y el an lisis de resultados."
B2,B23,¨Cu les son los pasos del m‚todo cient¡fico?,"Es objetivo, sistem tico, reproducible, verificable y permite obtener conclusiones basadas en evidencia."
B2,B24,¨Qu‚ es una hip¢tesis?,"Observaci¢n, formulaci¢n de hip¢tesis, experimentaci¢n, an lisis de datos, y conclusi¢n."
B2,B25,¨Qu‚ es la experimentaci¢n?,Es una suposici¢n o afirmaci¢n provisional que se formula como posible explicaci¢n de un fen¢meno y que puede ser comprobada.
B2,B26,¨En qu‚ consiste la investigaci¢n cient¡fica?,Es la realizaci¢n de pruebas o ensayos controlados para comprobar la validez de una hip¢tesis.
B2,B27,¨Existe solo una forma o m‚todo para trabajar la investigaci¢n cient¡fica? ,"Consiste en buscar, analizar y generar nuevos conocimientos mediante m‚todos sistem ticos y objetivos."
B3,B30,"Explique con sus propias palabras el t‚rmino ""Tensi¢n Superficial"".","No, existen diversos m‚todos como el deductivo, inductivo, anal¡tico, experimental, entre otros, dependiendo del enfoque y la naturaleza del estudio."
B3,B31,¨Qu‚ tipo de compuesto es el jab¢n?,"La tensi¢n superficial es la fuerza de cohesi¢n entre las mol‚culas de un l¡quido que crea una ""piel"" en la superficie del l¡quido, resistiendo la fuerza externa."
B3,B32,¨Qu‚ es un tenso activo?,El jab¢n es un tensioactivo elaborado a partir de sales de  cidos grasos.
B3,B33,¨Qu‚ es el calor espec¡fico del agua? Explique por qu‚ el agua es buen termorregulador.,"Un tensioactivo es una sustancia que reduce la tensi¢n superficial entre dos l¡quidos o un l¡quido y un s¢lido, ayudando en la limpieza."
B3,B34,Explique por qu‚ un paciente con fiebre presenta sed.,"El calor espec¡fico es la energ¡a necesaria para elevar la temperatura de 1 gramo de agua en 1øC.
El agua absorbe y libera calor lentamente, ayudando a regular la temperatura en los organismos y el medio ambiente."
B3,B35,Mencione y explique las propiedades del agua importantes para la vida.,"La fiebre aumenta la temperatura corporal, provocando deshidrataci¢n debido al aumento de la p‚rdida de agua, lo que provoca sed."
B3,B36,¨Por qu‚ compuestos est  formada la pimienta y cu les son sus caracter¡sticas qu¡micas? ¨Cu l es el papel que desempe¤a en la pr ctica?,"Cohesi¢n y Adhesi¢n: Permite el transporte de agua en las plantas.
Calor espec¡fico alto: Estabiliza la temperatura.
Propiedades disolventes: Disuelve nutrientes y residuos.
Densidad del hielo: El hielo flota y proporciona aislamiento para la vida acu tica."
B3,B37,Explica por qu‚ la mol‚cula de agua presenta cargas parciales positivas y negativas.,"Compuestos: Piperina y aceites esenciales.
Caracter¡sticas: La piperina no es polar y contribuye al sabor picante.
Funci¢n: Demuestra la tensi¢n superficial del agua y la dispersi¢n cuando se agrega jab¢n."
B3,B38,Diga cu l es el porcentaje de agua intracelular y extracelular y como est  distribuida.,"El agua es polar debido a la diferencia de electronegatividad entre el ox¡geno (carga negativa) y el hidr¢geno (carga positiva), creando cargas parciales."
B4,B40,¨Qu‚ es la c‚lula?,"Agua intracelular: ~67% (dentro de las c‚lulas).
Agua extracelular: ~33% (l¡quido intersticial y plasma)."
B4,B41,¨Cu ntos tipos de c‚lulas hay?,"La c‚lula es la unidad estructural, funcional y b sica de todos los seres vivos."
B4,B42,¨Cu l es la importancia de la c‚lula?,Dos tipos: Procariotas (sin n£cleo definido) y Eucariotas (con n£cleo definido).
B4,B43,Dibuje las partes de la c‚lula vegetal y animal,"Es esencial para realizar funciones vitales como el metabolismo, reproducci¢n, y transmisi¢n de informaci¢n gen‚tica."
B4,B44,Esquematice las semejanzas y diferencias de la c‚lula animal y vegetal,"C‚lula animal: Membrana plasm tica, n£cleo, citoplasma, mitocondrias, ribosomas, lisosomas.
C‚lula vegetal: Pared celular, cloroplastos, vacuola central, n£cleo, membrana plasm tica."
B4,B45,Investigue las organelas de una c‚lula procariota mencionado su funci¢n,"Semejanzas:  Ambas tienen n£cleo, citoplasma, membrana plasm tica, mitocondrias y ribosomas.
Diferencias:C‚lula vegetal: Tiene pared celular, cloroplastos, y vacuola grande.
C‚lula animal: Tiene lisosomas y centriolos."
B4,B46,Investigue las organelas de una c‚lula eucariota mencionado su funci¢n,"Membrana plasm tica: Controla el paso de sustancias.
Pared celular: Brinda soporte y protecci¢n.
Ribosomas: Sintetizan prote¡nas.
Nucleoide: Contiene el ADN.
Flagelos: Ayudan en el movimiento."
B5,B50,¿Qué es la célula?,La célula es la unidad básica de la vida que forma todos los seres vivos.
B5,B51,¿Cuántos tipos de células hay?,Hay dos tipos: células procariotas (sin núcleo definido) y células eucariotas (con núcleo definido).
B5,B52,¿Cuál es la importancia de la célula?,"Es responsable de todas las funciones vitales, como el metabolismo, la reproducción y la organización estructural."
B5,B53,Dibuje las partes de la célula vegetal y animal:,"Incluya núcleo, membrana celular, mitocondrias, cloroplastos (solo en vegetales), vacuolas y pared celular (solo en vegetales)."
B5,B54,Esquematice las semejanzas y diferencias de la célula animal y vegetal:,"Semejanzas: Núcleo, membrana celular, mitocondrias.
Diferencias: La célula vegetal tiene cloroplastos, pared celular y vacuola grande; la célula animal no."
B5,B55,Investigue las organelas de una célula procariota mencionando su función:,"Membrana plasmática: Controla el intercambio de sustancias.
Ribosomas: Síntesis de proteínas.
Nucleoide: Contiene el ADN.
Pared celular: Protege y da forma.
Flagelos: Movimiento."
B5,B56,Investigue las organelas de una célula eucariota mencionando su función:,"Núcleo: Contiene el material genético.
Mitocondrias: Producción de energía.
Ribosomas: Síntesis de proteínas."
B6,B60,¿Cuáles son las principales diferencias entre las células vegetales y animales?,"Las células vegetales tienen pared celular, cloroplastos y una vacuola central grande; las células animales no las tienen."
B6,B61,¿Cómo identificarías el núcleo bajo un microscopio en células vegetales y animales?,El núcleo aparece como una estructura circular más oscura dentro del citoplasma.
B6,B62,¿Cuál es la función del cloroplasto en las células vegetales?,"Realiza la fotosíntesis, convirtiendo la luz solar en energía química."
B6,B63,Por qué la pared celular está presente solo en las células vegetales?,Proporciona soporte estructural y protección debido a la naturaleza inmóvil de las plantas.
B6,B64,Menciona tres orgánulos únicos de las células vegetales y explica sus funciones.,"Cloroplastos: Fotosíntesis.
Pared celular: Da forma y soporte.
Vacuola central: Almacena agua y nutrientes."
B6,B65,¿Qué organelos están involucrados en la fotosíntesis?,"Los cloroplastos, que contienen clorofila, son esenciales para la fotosíntesis."
B6,B66,¿Cómo se diferencian las vacuolas en las células vegetales y animales?,"Las células vegetales tienen una vacuola grande y central, mientras que las células animales tienen vacuolas pequeñas."
B6,B67,¿Qué papel desempeña la membrana celular?,"Regula la entrada y salida de sustancias, manteniendo la homeostasis."
B6,B68,¿Qué es el citoplasma y cuál es su función?,Es un fluido gelatinoso donde se encuentran los organelos; facilita las reacciones químicas.
B6,B69,¿Qué es la pared celular y qué función tiene?,Es una capa rígida que protege y da soporte estructural a la célula vegetal.
B7,B70,¿Cuáles son los pasos para preparar una lámina temporal de piel de cebolla?,"Cortar la cebolla, tomar una fina capa de piel, colocarla en el portaobjetos, agregar colorante y cubrir con un cubreobjetos."
B7,B71,¿Por qué es necesario teñir las células para observarlas al microscopio?,Para resaltar las estructuras celulares y facilitar su visualización.
B7,B72,¿Cómo difiere la estructura de las células de cebolla de las células de la mejilla?,"Las células de cebolla tienen pared celular, mientras que las de mejilla no."
B7,B73,¿Cuál es la importancia de la membrana celular en las células observadas?,Regula el paso de sustancias hacia y desde la célula.
B7,B74,¿Qué precauciones se deben tomar al manipular el microscopio?,"Usar lentes limpias, ajustar cuidadosamente el enfoque y evitar mover el portaobjetos bruscamente."
B7,B75,¿Por qué se utiliza azul de metileno para teñir células animales?,Resalta el núcleo y hace visibles las estructuras celulares.
B7,B76,¿Qué diferencias hay entre células eucariotas y procariotas?,"Las eucariotas tienen núcleo definido, mientras que las procariotas no."
B7,B77,¿Qué observaste al microscopio en la piel de cebolla?,"Pared celular, núcleo y citoplasma en una disposición ordenada."
B7,B78,¿Cuál es la importancia del núcleo en las células?,Controla las funciones celulares y almacena el material genético.
B7,B79,¿Qué harías para mejorar la claridad de la imagen en el microscopio?,"Ajustar el enfoque, cambiar la iluminación y utilizar lentes limpias."
B8,B80,¿Qué sucede cuando colocas una célula en una solución isotónica?,No hay movimiento neto de agua; la célula mantiene su tamaño.
B8,B81,¿Por qué las plantas dependen de la turgencia celular?,Para mantenerse erguidas y realizar funciones metabólicas.
B8,B82,¿Cómo afecta la temperatura a la ósmosis?,La velocidad de ósmosis aumenta con la temperatura debido al mayor movimiento de partículas.
B8,B83,¿Qué es la plasmólisis?,Es la contracción del citoplasma cuando una célula vegetal pierde agua en un medio hipertónico.
B8,B84,¿Qué soluciones utilizaste para observar ósmosis y qué resultados obtuviste?,"Soluciones hipotónicas, isotónicas e hipertónicas; observaron cambios en el tamaño celular."
B8,B85,Defina ósmosis y explique su función en las células vivas.,La ósmosis es el paso de agua a través de una membrana semipermeable; regula el equilibrio hídrico en las células.
B8,B86,¿Por qué las células vegetales se vuelven turgentes en una solución hipotónica?,"El agua entra en la célula, expandiendo la vacuola central, pero la pared celular evita que se rompa."
B8,B87,¿Qué sucede con una célula animal en una solución hipertónica?,Pierde agua y se encoge debido a la salida de agua por ósmosis.
B8,B88,¿Cómo se diferencia la ósmosis de la difusión?,"La ósmosis involucra solo agua a través de una membrana, mientras que la difusión es el movimiento de solutos."
B8,B89,¿Qué papel desempeña la membrana celular en la ósmosis?,"Actúa como una barrera semipermeable, permitiendo el paso selectivo del agua."
B9,B90,¿Qué es la mitosis y por qué es importante para los organismos?,Es la división celular que asegura la distribución equitativa del material genético para el crecimiento y la reparación.
B9,B91,Describa las diferentes fases de la mitosis observadas bajo el microscopio.,"Profase: Condensación de cromosomas.
Metafase: Cromosomas alineados en el centro.
Anafase: Separación de cromátidas hermanas.
Telofase: Formación de dos núcleos."
B9,B92,¿Cómo difiere la mitosis en células vegetales y animales?,Las células vegetales forman una placa celular para dividirse; las células animales forman un surco de división.
B9,B93,¿Cuál es la importancia de las fibras del huso en la división celular?,Aseguran la separación precisa de los cromosomas hacia los polos opuestos.
B9,B94,¿Cuál es el resultado de la mitosis en términos de material genético?,Se forman dos células hijas genéticamente idénticas a la célula madre.
B9,B95,¿Qué sucede si hay un error en la separación de cromosomas durante la mitosis?,"Puede causar mutaciones o aneuploidías, como en el síndrome de Down."
B9,B96,¿Qué tipo de células experimentan mitosis?,"Células somáticas, como las de la piel y los músculos."
B9,B97,¿Qué ocurre en la interfase antes de la mitosis?,"La célula crece, duplica su ADN y se prepara para dividirse."
B9,B98,¿Cómo identificarías la metafase al microscopio?,Los cromosomas están alineados en el centro de la célula.
B9,B99,¿Qué estructuras ayudan al movimiento de los cromosomas durante la mitosis?,Las fibras del huso mitótico y los centríolos.
B10,B100,¿Qué es la glucólisis y por qué es importante?,"La glucólisis es el proceso metabólico donde la glucosa se descompone en piruvato, generando ATP y NADH. Es un paso crucial en la respiración celular porque proporciona energía para las actividades celulares."
B10,B101,¿Cómo afecta la inhibición de la glucólisis a la respiración celular?,"La inhibición de la glucólisis detiene la producción de piruvato y reduce la generación de ATP, interrumpiendo procesos posteriores como el ciclo de Krebs y la fosforilación oxidativa."
B10,B102,¿Cuáles son los inhibidores comunes de la glucólisis utilizados en experimentos?,"Compuestos como el yodoacetato y el fluoruro se utilizan comúnmente para bloquear pasos específicos de la glucólisis, como las enzimas aldolasa y enolasa, respectivamente."
B10,B103,¿Qué configuración experimental se utiliza típicamente para estudiar la inhibición de la glucólisis?,"El estudio implica el uso de cultivos celulares o enzimas aisladas, la adición de inhibidores y la medición de la reducción de productos metabólicos como el ATP o el lactato."
B10,B104,¿Por qué es relevante la inhibición de la glucólisis en la investigación médica?,"Comprender la inhibición de la glucólisis ayuda en la investigación del cáncer, ya que muchas células tumorales dependen en gran medida de la glucólisis para obtener energía (efecto Warburg), lo que la convierte en un objetivo para la intervención terapéutica."
B10,B105,¿Qué papel juegan el NADH y el ATP en la glucólisis?,"El NADH actúa como un transportador de electrones, transfiriendo energía a la cadena de transporte de electrones, mientras que el ATP proporciona energía inmediata para los procesos celulares."
B10,B106,¿Qué precauciones de seguridad se deben tomar durante los experimentos de inhibición de la glucólisis?,"Se deben usar equipos de protección adecuados, ya que los inhibidores como el yodoacetato pueden ser tóxicos, y asegurar la eliminación adecuada de desechos químicos para minimizar el daño ambiental."
B10,B107,¿Qué sucede si se inhibe la glucólisis en una célula?,"La inhibición detiene la producción de piruvato y reduce la generación de ATP, afectando los procesos metabólicos posteriores."
B10,B108,¿Qué productos metabólicos se monitorean al estudiar la inhibición de la glucólisis?,Se miden la disminución de ATP y lactato para evaluar el impacto en el metabolismo celular.
B10,B109,¿Por qué son importantes los inhibidores como el fluoruro en estos experimentos?,Ayudan a bloquear pasos específicos de la glucólisis para entender cómo afectan la respiración celular.
B11,B110,¿Qué es la mitosis y cuál es su propósito principal?,"La mitosis es el proceso de división celular donde una célula madre produce dos células hijas genéticamente idénticas. Su propósito es el crecimiento, la reparación de tejidos y la reproducción asexual."
B11,B111,¿Cuáles son las fases principales de la mitosis?,"La mitosis consta de cuatro fases principales: profase, metafase, anafase y telofase. Cada fase tiene funciones específicas, como la condensación de cromosomas y su separación hacia los polos opuestos de la célula."
B11,B112,¿Qué ocurre durante la profase?,"En la profase, los cromosomas se condensan, la membrana nuclear comienza a descomponerse, y se forma el huso mitótico, que es crucial para la separación cromosómica."
B11,B113,¿Cómo se alinean los cromosomas en la metafase?,"Durante la metafase, los cromosomas se alinean en el ecuador de la célula, formando la placa metafásica, con sus centrómeros unidos a las fibras del huso mitótico."
B11,B114,¿Qué sucede en la anafase?,"En la anafase, las cromátidas hermanas se separan y se mueven hacia los polos opuestos de la célula, asegurando que cada célula hija reciba una copia idéntica del material genético."
B11,B115,¿Cuál es el resultado final de la mitosis?,"El resultado final son dos células hijas genéticamente idénticas, cada una con el mismo número de cromosomas que la célula madre original."
B11,B116,¿Por qué es importante la mitosis en los organismos multicelulares?,"La mitosis es esencial para el crecimiento, la regeneración de tejidos dañados y el mantenimiento de la estabilidad genética en los organismos multicelulares."
B11,B117,¿Cuál es el propósito principal de la mitosis?,Garantizar el crecimiento y la reparación al producir dos células hijas genéticamente idénticas.
B11,B118,¿Qué ocurre durante la metafase de la mitosis?,"Los cromosomas se alinean en el ecuador celular, facilitando su separación uniforme."
B11,B119,¿Cómo contribuye la mitosis al mantenimiento genético?,Asegura que cada célula hija reciba una copia idéntica del material genético de la célula madre.
B12,B120,¿Qué es la meiosis y cuál es su propósito principal?,"La meiosis es un proceso de división celular que produce células haploides con la mitad del número de cromosomas, esencial para la reproducción sexual y la variabilidad genética."
B12,B121,¿Cuáles son las fases principales de la meiosis?,"La meiosis tiene dos divisiones: meiosis I (reducción) y meiosis II (división ecuacional). Cada una incluye profase, metafase, anafase y telofase."
B12,B122,¿Qué ocurre durante la profase I de la meiosis?,"En la profase I, los cromosomas homólogos se aparean y realizan el entrecruzamiento, intercambiando material genético para aumentar la variabilidad."
B12,B123,¿Cómo se diferencian la meiosis I y la meiosis II?,"La meiosis I separa cromosomas homólogos, mientras que la meiosis II separa cromátidas hermanas, similar a la mitosis."
B12,B124,¿Cuál es el resultado final de la meiosis?,"El resultado son cuatro células haploides genéticamente diferentes, cruciales para la formación de gametos en organismos multicelulares."
B12,B125,¿Por qué es importante el entrecruzamiento en la meiosis?,"El entrecruzamiento promueve la recombinación genética, aumentando la diversidad genética en las poblaciones."
B12,B126,¿Qué ocurre si hay errores durante la meiosis?,"Errores como la no disyunción pueden provocar anomalías cromosómicas como el síndrome de Down, donde hay un cromosoma adicional."
B13,B130,¿Cuáles son las leyes de Mendel?,"Ley de la Segregación: Cada organismo lleva dos alelos para un rasgo, que se separan durante la formación de los gametos.
Ley de la Distribución Independiente: Los genes para diferentes rasgos se heredan de manera independiente."
B13,B131,Define un rasgo dominante.,Un rasgo dominante es aquel que se expresa en el organismo incluso si solo está presente una copia del alelo.
B13,B132,¿Qué es un fenotipo?,Un fenotipo es el conjunto de características físicas o fisiológicas observables de un organismo.
